"Medicare Risk Adjustment Model CPT/HCPCS Filtering Included List, Calendar Year (CY) 2015",,
CPT only copyright 2015 American Medical Association.  All rights reserved.,,
HCPCS/CPT Code,2015 Short Description,In CY2015 Included List?
47400,Incision of liver duct,yes
47420,Incision of bile duct,yes
47425,Incision of bile duct,yes
47460,Incise bile duct sphincter,yes
47480,Incision of gallbladder,yes
47490,Incision of gallbladder,yes
47510,Insert catheter bile duct,yes
47511,Insert bile duct drain,yes
47525,Change bile duct catheter,yes
47530,Revise/reinsert bile tube,yes
47552,Biliary endo perq dx w/speci,yes
47553,Biliary endoscopy thru skin,yes
47554,Biliary endoscopy thru skin,yes
47555,Biliary endoscopy thru skin,yes
47556,Biliary endoscopy thru skin,yes
47560,Laparoscopy w/cholangio,yes
47561,Laparo w/cholangio/biopsy,yes
47562,Laparoscopic cholecystectomy,yes
47563,Laparo cholecystectomy/graph,yes
47564,Laparo cholecystectomy/explr,yes
47570,Laparo cholecystoenterostomy,yes
47579,Laparoscope proc biliary,yes
47600,Removal of gallbladder,yes
47605,Removal of gallbladder,yes
47610,Removal of gallbladder,yes
47612,Removal of gallbladder,yes
47620,Removal of gallbladder,yes
47630,Remove bile duct stone,yes
47700,Exploration of bile ducts,yes
47701,Bile duct revision,yes
47711,Excision of bile duct tumor,yes
47712,Excision of bile duct tumor,yes
47715,Excision of bile duct cyst,yes
47720,Fuse gallbladder & bowel,yes
47721,Fuse upper gi structures,yes
47740,Fuse gallbladder & bowel,yes
47741,Fuse gallbladder & bowel,yes
47760,Fuse bile ducts and bowel,yes
47765,Fuse liver ducts & bowel,yes
47780,Fuse bile ducts and bowel,yes
47785,Fuse bile ducts and bowel,yes
47800,Reconstruction of bile ducts,yes
47801,Placement bile duct support,yes
47802,Fuse liver duct & intestine,yes
47900,Suture bile duct injury,yes
47999,Bile tract surgery procedure,yes
48000,Drainage of abdomen,yes
48001,Placement of drain pancreas,yes
48020,Removal of pancreatic stone,yes
48105,Resect/debride pancreas,yes
48120,Removal of pancreas lesion,yes
48140,Partial removal of pancreas,yes
48145,Partial removal of pancreas,yes
48146,Pancreatectomy,yes
48148,Removal of pancreatic duct,yes
48150,Partial removal of pancreas,yes
48152,Pancreatectomy,yes
48153,Pancreatectomy,yes
48154,Pancreatectomy,yes
48155,Removal of pancreas,yes
48160,Pancreas removal/transplant,yes
48500,Surgery of pancreatic cyst,yes
48510,Drain pancreatic pseudocyst,yes
48520,Fuse pancreas cyst and bowel,yes
48540,Fuse pancreas cyst and bowel,yes
48545,Pancreatorrhaphy,yes
48547,Duodenal exclusion,yes
48548,Fuse pancreas and bowel,yes
48554,Transpl allograft pancreas,yes
48556,Removal allograft pancreas,yes
48999,Pancreas surgery procedure,yes
49000,Exploration of abdomen,yes
49002,Reopening of abdomen,yes
49010,Exploration behind abdomen,yes
49020,Drainage abdom abscess open,yes
49040,Drain open abdom abscess,yes
49060,Drain open retroperi abscess,yes
49062,Drain to peritoneal cavity,yes
49082,Abd paracentesis,yes
49083,Abd paracentesis w/imaging,yes
49084,Peritoneal lavage,yes
49203,Exc abd tum 5 cm or less,yes
49204,Exc abd tum over 5 cm,yes
49205,Exc abd tum over 10 cm,yes
49215,Excise sacral spine tumor,yes
49220,Multiple surgery abdomen,yes
49250,Excision of umbilicus,yes
49255,Removal of omentum,yes
49320,Diag laparo separate proc,yes
49321,Laparoscopy biopsy,yes
49322,Laparoscopy aspiration,yes
49323,Laparo drain lymphocele,yes
49324,Lap insert tunnel ip cath,yes
49325,Lap revision perm ip cath,yes
49329,Laparo proc abdm/per/oment,yes
49402,Remove foreign body adbomen,yes
49405,Image cath fluid colxn visc,yes
49406,Image cath fluid peri/retro,yes
49407,Image cath fluid trns/vgnl,yes
49418,Insert tun ip cath perc,yes
49419,Insert tun ip cath w/port,yes
49421,Ins tun ip cath for dial opn,yes
49422,Remove tunneled ip cath,yes
49423,Exchange drainage catheter,yes
49425,Insert abdomen-venous drain,yes
49426,Revise abdomen-venous shunt,yes
49428,Ligation of shunt,yes
49429,Removal of shunt,yes
49436,Embedded ip cath exit-site,yes
49440,Place gastrostomy tube perc,yes
49441,Place duod/jej tube perc,yes
49442,Place cecostomy tube perc,yes
49446,Change g-tube to g-j perc,yes
49450,Replace g/c tube perc,yes
49451,Replace duod/jej tube perc,yes
49452,Replace g-j tube perc,yes
49460,Fix g/colon tube w/device,yes
49491,Rpr hern preemie reduc,yes
49492,Rpr ing hern premie blocked,yes
49495,Rpr ing hernia baby reduc,yes
49496,Rpr ing hernia baby blocked,yes
49500,Rpr ing hernia init reduce,yes
49501,Rpr ing hernia init blocked,yes
49505,Prp i/hern init reduc >5 yr,yes
49507,Prp i/hern init block >5 yr,yes
49520,Rerepair ing hernia reduce,yes
49521,Rerepair ing hernia blocked,yes
49525,Repair ing hernia sliding,yes
49540,Repair lumbar hernia,yes
49550,Rpr rem hernia init reduce,yes
49553,Rpr fem hernia init blocked,yes
49555,Rerepair fem hernia reduce,yes
49557,Rerepair fem hernia blocked,yes
49560,Rpr ventral hern init reduc,yes
49561,Rpr ventral hern init block,yes
49565,Rerepair ventrl hern reduce,yes
49566,Rerepair ventrl hern block,yes
49570,Rpr epigastric hern reduce,yes
49572,Rpr epigastric hern blocked,yes
49580,Rpr umbil hern reduc < 5 yr,yes
49582,Rpr umbil hern block < 5 yr,yes
49585,Rpr umbil hern reduc > 5 yr,yes
49587,Rpr umbil hern block > 5 yr,yes
49590,Repair spigelian hernia,yes
49600,Repair umbilical lesion,yes
49605,Repair umbilical lesion,yes
49606,Repair umbilical lesion,yes
49610,Repair umbilical lesion,yes
49611,Repair umbilical lesion,yes
49650,Lap ing hernia repair init,yes
49651,Lap ing hernia repair recur,yes
49652,Lap vent/abd hernia repair,yes
49653,Lap vent/abd hern proc comp,yes
49654,Lap inc hernia repair,yes
49655,Lap inc hern repair comp,yes
49656,Lap inc hernia repair recur,yes
49657,Lap inc hern recur comp,yes
49659,Laparo proc hernia repair,yes
49900,Repair of abdominal wall,yes
49904,Omental flap extra-abdom,yes
49906,Free omental flap microvasc,yes
49999,Abdomen surgery procedure,yes
50010,Exploration of kidney,yes
50020,Renal abscess open drain,yes
50040,Drainage of kidney,yes
50045,Exploration of kidney,yes
50060,Removal of kidney stone,yes
50065,Incision of kidney,yes
50070,Incision of kidney,yes
50075,Removal of kidney stone,yes
50080,Removal of kidney stone,yes
50081,Removal of kidney stone,yes
50100,Revise kidney blood vessels,yes
50120,Exploration of kidney,yes
50125,Explore and drain kidney,yes
50130,Removal of kidney stone,yes
50135,Exploration of kidney,yes
50220,Remove kidney open,yes
50225,Removal kidney open complex,yes
50230,Removal kidney open radical,yes
50234,Removal of kidney & ureter,yes
50236,Removal of kidney & ureter,yes
50240,Partial removal of kidney,yes
50250,Cryoablate renal mass open,yes
50280,Removal of kidney lesion,yes
50290,Removal of kidney lesion,yes
50320,Remove kidney living donor,yes
50340,Removal of kidney,yes
50360,Transplantation of kidney,yes
50365,Transplantation of kidney,yes
50370,Remove transplanted kidney,yes
50380,Reimplantation of kidney,yes
50382,Change ureter stent percut,yes
50384,Remove ureter stent percut,yes
50385,Change stent via transureth,yes
50386,Remove stent via transureth,yes
50387,Change ext/int ureter stent,yes
50389,Remove renal tube w/fluoro,yes
50390,Drainage of kidney lesion,yes
50391,Instll rx agnt into rnal tub,yes
50392,Insert kidney drain,yes
50393,Insert ureteral tube,yes
50395,Create passage to kidney,yes
50396,Measure kidney pressure,yes
50398,Change kidney tube,yes
50400,Revision of kidney/ureter,yes
50405,Revision of kidney/ureter,yes
50500,Repair of kidney wound,yes
50520,Close kidney-skin fistula,yes
50525,Repair renal-abdomen fistula,yes
50526,Repair renal-abdomen fistula,yes
50540,Revision of horseshoe kidney,yes
50541,Laparo ablate renal cyst,yes
50542,Laparo ablate renal mass,yes
50543,Laparo partial nephrectomy,yes
50544,Laparoscopy pyeloplasty,yes
50545,Laparo radical nephrectomy,yes
50546,Laparoscopic nephrectomy,yes
50547,Laparo removal donor kidney,yes
50548,Laparo remove w/ureter,yes
50549,Laparoscope proc renal,yes
50551,Kidney endoscopy,yes
50553,Kidney endoscopy,yes
50555,Kidney endoscopy & biopsy,yes
50557,Kidney endoscopy & treatment,yes
50561,Kidney endoscopy & treatment,yes
50562,Renal scope w/tumor resect,yes
50570,Kidney endoscopy,yes
50572,Kidney endoscopy,yes
50574,Kidney endoscopy & biopsy,yes
50575,Kidney endoscopy,yes
50576,Kidney endoscopy & treatment,yes
50580,Kidney endoscopy & treatment,yes
50590,Fragmenting of kidney stone,yes
50592,Perc rf ablate renal tumor,yes
50593,Perc cryo ablate renal tum,yes
50600,Exploration of ureter,yes
50605,Insert ureteral support,yes
50610,Removal of ureter stone,yes
50620,Removal of ureter stone,yes
50630,Removal of ureter stone,yes
50650,Removal of ureter,yes
50660,Removal of ureter,yes
50686,Measure ureter pressure,yes
50688,Change of ureter tube/stent,yes
50700,Revision of ureter,yes
50715,Release of ureter,yes
50722,Release of ureter,yes
50725,Release/revise ureter,yes
50727,Revise ureter,yes
50728,Revise ureter,yes
50740,Fusion of ureter & kidney,yes
50750,Fusion of ureter & kidney,yes
50760,Fusion of ureters,yes
50770,Splicing of ureters,yes
50780,Reimplant ureter in bladder,yes
50782,Reimplant ureter in bladder,yes
50783,Reimplant ureter in bladder,yes
50785,Reimplant ureter in bladder,yes
50800,Implant ureter in bowel,yes
50810,Fusion of ureter & bowel,yes
50815,Urine shunt to intestine,yes
50820,Construct bowel bladder,yes
50825,Construct bowel bladder,yes
50830,Revise urine flow,yes
50840,Replace ureter by bowel,yes
50845,Appendico-vesicostomy,yes
50860,Transplant ureter to skin,yes
50900,Repair of ureter,yes
50920,Closure ureter/skin fistula,yes
50930,Closure ureter/bowel fistula,yes
50940,Release of ureter,yes
50945,Laparoscopy ureterolithotomy,yes
50947,Laparo new ureter/bladder,yes
50948,Laparo new ureter/bladder,yes
50949,Laparoscope proc ureter,yes
50951,Endoscopy of ureter,yes
50953,Endoscopy of ureter,yes
50955,Ureter endoscopy & biopsy,yes
50957,Ureter endoscopy & treatment,yes
50961,Ureter endoscopy & treatment,yes
50970,Ureter endoscopy,yes
50972,Ureter endoscopy & catheter,yes
50974,Ureter endoscopy & biopsy,yes
50976,Ureter endoscopy & treatment,yes
50980,Ureter endoscopy & treatment,yes
51020,Incise & treat bladder,yes
51030,Incise & treat bladder,yes
51040,Incise & drain bladder,yes
51045,Incise bladder/drain ureter,yes
51050,Removal of bladder stone,yes
51060,Removal of ureter stone,yes
51065,Remove ureter calculus,yes
51080,Drainage of bladder abscess,yes
51100,Drain bladder by needle,yes
51101,Drain bladder by trocar/cath,yes
51102,Drain bl w/cath insertion,yes
51500,Removal of bladder cyst,yes
51520,Removal of bladder lesion,yes
51525,Removal of bladder lesion,yes
51530,Removal of bladder lesion,yes
51535,Repair of ureter lesion,yes
51550,Partial removal of bladder,yes
51555,Partial removal of bladder,yes
51565,Revise bladder & ureter(s),yes
51570,Removal of bladder,yes
51575,Removal of bladder & nodes,yes
51580,Remove bladder/revise tract,yes
51585,Removal of bladder & nodes,yes
51590,Remove bladder/revise tract,yes
51595,Remove bladder/revise tract,yes
51596,Remove bladder/create pouch,yes
51597,Removal of pelvic structures,yes
51700,Irrigation of bladder,yes
51701,Insert bladder catheter,yes
51702,Insert temp bladder cath,yes
51703,Insert bladder cath complex,yes
51705,Change of bladder tube,yes
51710,Change of bladder tube,yes
51715,Endoscopic injection/implant,yes
51720,Treatment of bladder lesion,yes
51725,Simple cystometrogram,yes
51726,Complex cystometrogram,yes
51727,Cystometrogram w/up,yes
51728,Cystometrogram w/vp,yes
51729,Cystometrogram w/vp&up,yes
51736,Urine flow measurement,yes
51741,Electro-uroflowmetry first,yes
51784,Anal/urinary muscle study,yes
51785,Anal/urinary muscle study,yes
51792,Urinary reflex study,yes
51798,Us urine capacity measure,yes
51800,Revision of bladder/urethra,yes
51820,Revision of urinary tract,yes
51840,Attach bladder/urethra,yes
51841,Attach bladder/urethra,yes
51845,Repair bladder neck,yes
51860,Repair of bladder wound,yes
51865,Repair of bladder wound,yes
51880,Repair of bladder opening,yes
51900,Repair bladder/vagina lesion,yes
51920,Close bladder-uterus fistula,yes
51925,Hysterectomy/bladder repair,yes
51940,Correction of bladder defect,yes
51960,Revision of bladder & bowel,yes
51980,Construct bladder opening,yes
51990,Laparo urethral suspension,yes
51992,Laparo sling operation,yes
51999,Laparoscope proc bla,yes
52000,Cystoscopy,yes
52001,Cystoscopy removal of clots,yes
52005,Cystoscopy & ureter catheter,yes
52007,Cystoscopy and biopsy,yes
52010,Cystoscopy & duct catheter,yes
52204,Cystoscopy w/biopsy(s),yes
52214,Cystoscopy and treatment,yes
52224,Cystoscopy and treatment,yes
52234,Cystoscopy and treatment,yes
52235,Cystoscopy and treatment,yes
52240,Cystoscopy and treatment,yes
52250,Cystoscopy and radiotracer,yes
52260,Cystoscopy and treatment,yes
52265,Cystoscopy and treatment,yes
52270,Cystoscopy & revise urethra,yes
52275,Cystoscopy & revise urethra,yes
52276,Cystoscopy and treatment,yes
52277,Cystoscopy and treatment,yes
52281,Cystoscopy and treatment,yes
52282,Cystoscopy implant stent,yes
52283,Cystoscopy and treatment,yes
52285,Cystoscopy and treatment,yes
52287,Cystoscopy chemodenervation,yes
52290,Cystoscopy and treatment,yes
52300,Cystoscopy and treatment,yes
52301,Cystoscopy and treatment,yes
52305,Cystoscopy and treatment,yes
52310,Cystoscopy and treatment,yes
52315,Cystoscopy and treatment,yes
52317,Remove bladder stone,yes
52318,Remove bladder stone,yes
52320,Cystoscopy and treatment,yes
52325,Cystoscopy stone removal,yes
52327,Cystoscopy inject material,yes
52330,Cystoscopy and treatment,yes
52332,Cystoscopy and treatment,yes
52334,Create passage to kidney,yes
52341,Cysto w/ureter stricture tx,yes
52342,Cysto w/up stricture tx,yes
52343,Cysto w/renal stricture tx,yes
52344,Cysto/uretero stricture tx,yes
52345,Cysto/uretero w/up stricture,yes
52346,Cystouretero w/renal strict,yes
52351,Cystouretero & or pyeloscope,yes
52352,Cystouretero w/stone remove,yes
52353,Cystouretero w/lithotripsy,yes
52354,Cystouretero w/biopsy,yes
52355,Cystouretero w/excise tumor,yes
52356,Cysto/uretero w/lithotripsy,yes
52400,Cystouretero w/congen repr,yes
52402,Cystourethro cut ejacul duct,yes
52441,Cystourethro w/implant,yes
52450,Incision of prostate,yes
52500,Revision of bladder neck,yes
52601,Prostatectomy (turp),yes
52630,Remove prostate regrowth,yes
52640,Relieve bladder contracture,yes
52647,Laser surgery of prostate,yes
52648,Laser surgery of prostate,yes
52649,Prostate laser enucleation,yes
52700,Drainage of prostate abscess,yes
53000,Incision of urethra,yes
53010,Incision of urethra,yes
53020,Incision of urethra,yes
53025,Incision of urethra,yes
53040,Drainage of urethra abscess,yes
53060,Drainage of urethra abscess,yes
53080,Drainage of urinary leakage,yes
53085,Drainage of urinary leakage,yes
53210,Removal of urethra,yes
53215,Removal of urethra,yes
53220,Treatment of urethra lesion,yes
53230,Removal of urethra lesion,yes
53235,Removal of urethra lesion,yes
53240,Surgery for urethra pouch,yes
53250,Removal of urethra gland,yes
53260,Treatment of urethra lesion,yes
53265,Treatment of urethra lesion,yes
53270,Removal of urethra gland,yes
53275,Repair of urethra defect,yes
53400,Revise urethra stage 1,yes
53405,Revise urethra stage 2,yes
53410,Reconstruction of urethra,yes
53415,Reconstruction of urethra,yes
53420,Reconstruct urethra stage 1,yes
53425,Reconstruct urethra stage 2,yes
53430,Reconstruction of urethra,yes
53431,Reconstruct urethra/bladder,yes
53440,Male sling procedure,yes
53442,Remove/revise male sling,yes
53444,Insert tandem cuff,yes
53445,Insert uro/ves nck sphincter,yes
53446,Remove uro sphincter,yes
53447,Remove/replace ur sphincter,yes
53448,Remov/replc ur sphinctr comp,yes
53449,Repair uro sphincter,yes
53450,Revision of urethra,yes
53460,Revision of urethra,yes
53500,Urethrlys transvag w/ scope,yes
53502,Repair of urethra injury,yes
53505,Repair of urethra injury,yes
53510,Repair of urethra injury,yes
53515,Repair of urethra injury,yes
53520,Repair of urethra defect,yes
53600,Dilate urethra stricture,yes
53601,Dilate urethra stricture,yes
53605,Dilate urethra stricture,yes
53620,Dilate urethra stricture,yes
53621,Dilate urethra stricture,yes
53660,Dilation of urethra,yes
53661,Dilation of urethra,yes
53665,Dilation of urethra,yes
53850,Prostatic microwave thermotx,yes
53852,Prostatic rf thermotx,yes
53855,Insert prost urethral stent,yes
53860,Transurethral rf treatment,yes
53899,Urology surgery procedure,yes
54000,Slitting of prepuce,yes
54001,Slitting of prepuce,yes
54015,Drain penis lesion,yes
54050,Destruction penis lesion(s),yes
54055,Destruction penis lesion(s),yes
54056,Cryosurgery penis lesion(s),yes
